"","sample_id","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","GABAergic","Astro","Endo","Glutamatergic","Microglia","Oligo","Peri","SMC","VLMC"
"2352","SM-GE66Q_S027_E1-50","GABAergic","Pvalb_on",111.825537944264,0.507839893732991,NA,0.339351446801413,-Inf,-0.0046191793847589,NA,0.0525546752098534,0.0462289013175073,-0.0243959500518511,NA,NA,0.0175366621076937
"2353","SM-GE66Q_S030_E1-50","GABAergic","Sst_on",161.886664306743,0.735185431786618,NA,0.425302872431056,-Inf,0.0589502592684458,NA,0.062095079264986,0.0158656832273794,0.0833437713102474,NA,NA,0.0437808798306445
"2354","SM-GE66Q_S031_E1-50","GABAergic","Sst_on",173.27658778928,0.786911161323293,NA,0.365568132362213,-Inf,0.220998043390523,NA,0.265788410365223,0.181804985414206,0.171761806199308,NA,NA,-0.0195242291416443
"2355","SM-GE66Q_S035_E1-50","GABAergic","Vip_on",141.576537560745,0.642949858428302,NA,0.330975707844611,-Inf,0.307348410499925,NA,-0.0355312967074868,0.0924366712198436,0.0123162700779251,NA,NA,-0.0168537294161608
"2356","SM-GE66Q_S036_E1-50","GABAergic","Vip_on",218.825593391782,0.993765539938913,NA,0.4194815731994,-Inf,0.0767427969140398,NA,-0.0479316055309103,0.0135699246768733,-0.0243959500518511,NA,NA,-0.020114800216576
"2357","SM-GE66Q_S041_E1-50","GABAergic","Vip_on",123.081686022904,0.558958101158457,NA,0.0843646326901708,-Inf,-0.00726595898591893,NA,0.08162616739476,0.662742736742222,-0.0243959500518511,NA,NA,0.028702607573189
"2358","SM-GE66Q_S043_E1-50","GABAergic","Vip_on",174.425893882386,0.792130572693177,NA,0.335118910625889,-Inf,0.0557438737714913,NA,0.0515058652904011,0.246256030722451,0.0419105793842745,NA,NA,0.0497167755887315
"2359","SM-GE66Q_S044_E1-50","GABAergic","Vip_on",171.806435278083,0.780234671240772,NA,0.219683138542306,-Inf,0.118881615572246,NA,-0.0672217536637311,0.525942228482545,0.0572414690061096,NA,NA,0.0199497859293476
"2360","SM-GE66Q_S046_E1-50","GABAergic","Sst_on",190.857319600718,0.866751572905476,NA,0.415511362826095,-Inf,-0.054836213850827,NA,0.0916105605008533,0.00276268023258275,0.0417918570439676,NA,NA,0.000927813542869813
"2361","SM-GE672_S030_E1-50","GABAergic","Sst_on",208.306168380275,0.945993056316803,NA,0.329697906114136,-Inf,0.0987934137859683,NA,0.0776412605766655,0.325014016737493,0.0418317105595101,NA,NA,0.0589142600087149
