ephys_session_id,adapt,avg_rate,first_isi,isi_cv,latency,mean_isi,median_isi,stim_amp,threshold_v,peak_v,trough_v,fast_trough_v,slow_trough_v,adp_v,width,upstroke_downstroke_ratio,peak_t,fast_trough_t,trough_t,slow_trough_t,rheo_first_isi,v_baseline,rheobase_i,fi_fit_slope,sag,vm_for_sag,input_resistance,tau
701072579,0.073617894,10.0002,0.0406,0.281839763,0.03542,0.106811111,0.117,90,-40.78125381,47.09375381,-53.40625381,-53.28125,,,0.00142,2.25323846,0.5825,0.58666,0.58704,,0.08808,-61.72581645,50,0.1250025,0.060034245,-77.12500763,215.0568366,0.031262601
677087840,,2.000040001,0.05668,0,0.03942,0.05668,0.05668,130,-41.78125,40.59375,-57.93750381,-52.75000381,,,0.00078,1.088933703,0.6293,0.63116,0.66778,,,-75.26351118,90,0.123613593,0.110299982,-90.15625763,113.7500331,0.014561501
758311319,0.08733516,6.000120002,0.10746,0.210522002,0.0466,0.170344,0.17658,160,-36.95000458,44.45624924,-51.85000229,-46.63750076,,,0.001,1.384895609,0.62196,0.62466,0.6751,,,-70.28755951,119.9999924,0.125002484,0.061463866,-79.82499695,135.0000352,0.018935351
737133722,0.037300904,7.000140003,0.11612,0.117408781,0.09708,0.14714,0.15055,150,-35.70000076,42.48750305,-55.11875153,-55.10000229,,,0.00092,1.082236854,1.29464,1.29694,1.29706,,,-68.43881893,110,0.1300026,0.04312386,-79.57500458,156.7188203,0.035585011
592470570,,2.000040001,0.05596,0,0.12706,0.05596,0.05596,90,-42.81250381,33,-53.125,-52.96875,,,0.0014,1.780196878,0.7552,0.75888,0.75918,,0.06982,-68.91460864,40,0.072437346,0.050897419,-93.46875763,218.0287987,0.03327297
695503853,,2.000040001,0.01138,0,0.07826,0.01138,0.01138,310,-40.6875,53.90625,-56.81250381,-50.03125381,,,0.00112,1.73130953,0.66398,0.66706,0.8751,,,-72.07250929,260,0.050544489,0.057545181,-79,57.96867236,0.020847794
685815923,0.116383945,7.000140003,0.04694,0.29899589,0.04012,0.13346,0.1493,440,-41.5625,50.28125381,-51.03125381,-50.90625381,,,0.0011,1.871490519,0.55002,0.55374,0.55404,,0.07906,-66.86409531,400,0.034698969,0.188474089,-71.84375,32.96874836,0.020417478
576118003,0.121716618,6.000120002,0.06564,0.322081055,0.05056,0.181716,0.2112,290,-38.40625381,38.25000381,-50.90625381,-50.875,,,0.00096,1.197472763,0.58096,0.58318,0.5832,,0.56662,-73.04050908,249.9999847,0.117502331,0.024817826,-81.21875763,63.28111887,0.017241854
787088903,0.059196173,9.000180004,0.053,0.205203934,0.05218,0.104615,0.11115,90,-30.50000191,55.95000458,-49.71875381,-43.34999847,,,0.00096,1.352842898,0.80904,0.8118,0.86414,,,-64.51414559,50,0.197417737,0.043985333,-94.0375061,233.593896,0.035399896
592592047,,1.00002,,,0.0923,,,249.9999847,-37.5,39.8125,-56.46875,-56.37500381,,,0.00092,1.152207094,0.63598,0.63862,0.63878,,,-68.12120056,230,-6.21E-18,0.097708806,-76.84375,70.17048448,0.026261535
770544130,0.046867936,9.000180004,0.06248,0.167937824,0.07968,0.10856,0.11345,119.9999924,-30.13125229,10.89375114,-45.89999771,-38.43124771,-45.89999771,,0.00156,1.604169538,0.82656,0.83178,0.90568,0.90568,0.52006,-72.17944336,80,0.165003306,-0.063709907,-89.36875153,209.5313966,0.024918926
596052253,,1.00002,,,0.06382,,,170,-47.25000381,33.03125,-58.53125381,-55.84375,,,0.00078,1.153442466,0.63088,0.6329,0.67832,,,-80.41924679,130,0.135799583,0.033154078,-95.59375763,135.6770843,0.02040802
774631795,0.143887262,8.000160003,0.01136,0.37575266,0.03778,0.12306,0.13644,90,-40.10625076,55.49375153,-50.31250381,-46.38124847,,,0.00104,1.682989491,0.62882,0.63152,0.77426,,,-54.96520042,50,0.171555152,0.085783541,-62.73750305,95.62501311,0.025056727
750844594,0.028490585,11.00022,0.0574,0.130378582,0.0407,0.091866,0.09585,130,-35.38750076,48.20000458,-50.63750076,-48.16250229,-50.63750076,-46.63125229,0.00094,1.24984948,0.61364,0.616,0.6632,0.6632,0.58754,-67.14488316,90,0.1950039,0.130132243,-79.34999847,169.3748385,0.015954958
786497914,0.118294311,6.000120002,0.07788,0.281599678,0.04968,0.17582,0.19912,260,-45.72499847,48.5,-58.49375153,-57.31875229,,,0.00106,1.53429023,0.60938,0.61204,0.68664,,,-74.20201804,220,0.112933288,0.059283916,-82.0062561,73.68762791,0.015701236
576110705,,1.00002,,,0.07866,,,270,-35.65625,36.65625381,-56.84375381,-46.1875,,,0.0009,1.19152216,0.65274,0.65492,0.74022,,,-74.85403748,210,-2.21E-18,0.241312876,-83.34375,75.13020933,0.015390848
737279297,,2.000040001,0.01762,0,0.07952,0.01762,0.01762,110,-37.3125,35.60625458,-50.86875153,-50.80000305,,,0.00124,1.446150708,0.67962,0.68292,0.68328,,,-63.26803268,70,0.065243799,0.095101669,-72.8500061,132.6562762,0.026543657
595583049,0.040894105,13.00026001,0.03316,0.178339709,0.04856,0.0739,0.07904,150,-42.34375,18.34375,-56.25000381,-51.03125381,,,0.001,1.250119153,0.7919,0.7945,0.8731,,,-79.65168508,100,0.193767561,0.006605387,-96.43750763,146.8750685,0.01512575
737404007,0.146487851,5.000100002,0.10726,0.295689723,0.10048,0.20772,0.22947,160,-31.51874924,41.39374924,-55.90625,-55.83125305,,,0.0009,0.976431105,0.75426,0.75656,0.75668,,,-70.30720859,119.9999924,0.109484937,0.044694167,-81.0625,143.749997,0.040203763
832627736,0.074016076,13.00026001,0.02034,0.422062273,0.04048,0.077331667,0.09001,50,-38.22499847,50.30000305,-47.79999924,-47.57500458,,,0.00132,2.158576551,0.63684,0.64146,0.6423,,0.02806,-60.52047621,20,0.227031568,0.1203686,-104.0187454,336.8751407,0.045827041
737089415,0.070363204,7.000140003,0.08076,0.207172117,0.08172,0.134706667,0.14651,100,-30.75625229,43.03749847,-51.43125153,-51.26875305,,,0.0012,1.2396686,0.72966,0.73274,0.73312,,0.45516,-60.59009007,59.99999619,0.125002489,0.044607822,-76.76874542,208.7499499,0.049239799
770249773,0.040780097,11.00022,0.04608,0.17096961,0.08524,0.090842,0.0972,170,-33.36874771,38.04375076,-43,-42.79375458,,,0.0011,1.362801594,0.71862,0.72132,0.78224,,0.27084,-69.8099823,130,0.1850037,0.01170135,-79.90000153,128.124997,0.023250757
665694233,0.054354166,6.000120002,0.11822,0.137346474,0.08794,0.160252,0.1678,270,-35.68750381,52.43750381,-50.03125381,-48.12500381,-50.03125381,-46.21875381,0.00096,1.321389566,0.74208,0.74444,0.7925,0.7925,0.68394,-76.8039354,230,0.113353451,0.024623707,-85.21875763,72.34378904,0.012582272
732204543,,2.000040001,0.02194,0,0.0393,0.02194,0.02194,320,-35.46875381,52.06250381,-46.46875381,-46.37500381,,,0.00106,1.554050886,0.55666,0.55932,0.55928,,,-64.68614311,280,0.057544254,0.19589901,-73.09375763,75.31257719,0.018913714
774398998,,2.000040001,0.0597,0,0.05778,0.0597,0.0597,249.9999847,-41.70000076,40.86249924,-56.79375458,-51.78749847,,,0.00112,1.426081042,0.59836,0.6009,0.68664,,,-70.40572166,210,0.065001312,0.248389125,-75.38749695,82.34348148,0.018094401
695531184,0.136996102,7.000140003,0.0297,0.35225962,0.10678,0.13713,0.15979,200,-37.46875,50.5625,-51.78125381,-49.25000381,-51.78125381,,0.00104,1.417075059,0.7785,0.78084,0.8478,0.8478,0.4758,-81.25179969,160,0.126925615,0.014962663,-91.46875,72.96870649,0.01716865
695538825,0.043348203,8.000160003,0.07436,0.157663457,0.06672,0.116845714,0.12576,140,-37.68750381,43.43750381,-55.00000381,-50.5625,-55.00000381,,0.00102,1.261191057,0.73476,0.73748,0.7802,0.7802,0.66326,-74.55070305,100,0.145538625,0.046029016,-89.59375,120.7812056,0.018753767
571640515,0.033059583,13.00026001,0.04116,0.193625628,0.03292,0.075005,0.07852,90,-43.9375,42.09375381,-53.50000381,-53.15625381,,,0.0009,1.301717105,0.68672,0.68944,0.72948,,0.22136,-60.31038082,40,0.180675882,0.013197302,-81.78125,203.9064318,0.049743015
689312206,0.066482326,9.000180004,0.05032,0.231478916,0.06556,0.110495,0.12044,140,-31.40625,48.5625,-47.65625381,-46.46875381,,,0.00088,1.113171332,0.70378,0.70582,0.74376,,,-72.14518585,100,0.106026217,0.012113757,-89.06250763,162.5000685,0.025200181
793696178,,1.00002,,,0.0623,,,249.9999847,-44.1875,47.05625153,-59.07500458,-52.28749847,,,0.00096,1.614325924,0.64408,0.6471,0.70544,,,-67.97272873,210,0.014893919,0.261648774,-75.79374695,63.1249547,0.020594686
770650192,0.103155409,5.000100002,0.12108,0.215129142,0.0774,0.18202,0.19053,249.9999847,-40.78125381,38.71875381,-55.92499924,-55.88750076,,,0.00098,1.302658042,0.63998,0.64248,0.6426,,,-80.26981449,210,0.105002107,0.016833119,-87.25,91.87488258,0.02322692
642864546,0.041786029,8.000160003,0.07744,0.161083389,0.06306,0.121942857,0.12846,190,-39.37500381,48.62500381,-55.125,-52.96875,,,0.00098,1.33115638,0.69992,0.7022,0.75766,,,-74.33845164,130,0.090575582,0.031686533,-87.09375763,112.499997,0.024624151
700843431,0.047374971,4.000080002,0.22014,0.116887019,0.07958,0.260173333,0.26658,330,-38.84375,55.15625381,-51.06250381,-48.12500381,,,0.00124,1.986145142,0.67436,0.67778,0.76488,,,-70.62694332,290,0.056251125,0.055257674,-76.40625763,47.81265184,0.01661616
642867562,0.072819087,5.000100002,0.16664,0.166288375,0.0667,0.22802,0.24255,160,-39.21875381,45.3125,-54.59375381,-50.93750381,,,0.00128,1.721162228,0.65378,0.65714,0.72804,,,-66.01603985,119.9999924,0.068468433,0.13895978,-78.625,112.1093705,0.028661305
720845876,0.094590878,13.00026001,0.0129,0.47450862,0.05624,0.077271667,0.09518,59.99999619,-39,51.87500381,-44.68750381,-44.46875381,,,0.00138,2.361961627,0.97312,0.97782,0.97836,,0.01824,-69.12308248,20,0.128848729,0.027239537,-89.65625763,217.1876878,0.03590771
707828821,0.048826248,7.000140003,0.09044,0.152425176,0.07442,0.13668,0.14481,210,-45.65625381,39.34375381,-58.0625,-55.06250381,-58.0625,-54,0.00084,1.254873615,0.6509,0.6533,0.6937,0.6937,0.5589,-86.14813857,170,0.109342846,0.033531938,-97,78.90625298,0.015319189
676464358,0.079878505,11.00022,0.02688,0.324732115,0.05092,0.0881,0.09854,160,-41.8125,51.03125381,-52.84375381,-52.75000381,,,0.0009,1.202662488,0.63252,0.63476,0.63492,,0.81916,-73.87271396,119.9999924,0.162503246,0.044119243,-87.31250763,107.8123823,0.016480414
758704139,,1.00002,,,0.08122,,,280,-35.98125458,54.35625458,-48.61874771,-43.51875305,,,0.00108,1.480480066,0.64572,0.64828,0.7753,,,-65.07686361,239.9999847,0.01465546,0.094390556,-70.00624847,69.68745589,0.028711589
793523120,0.295880681,5.000100002,0.00704,0.5615124,0.05242,0.20366,0.25797,160,-38.50625229,50.90625381,-49.50000381,-49.47499847,,,0.00092,1.266755653,0.61884,0.62092,0.62096,,0.02322,-67.99467697,119.9999924,0.150002977,0.081040144,-79.98749542,108.6251438,0.019859118
654180530,,2.000040001,0.07162,0,0.07868,0.07162,0.07162,200,-45.03125381,47.53125,-59.28125381,-56.28125381,,,0.00098,1.438073877,0.67296,0.67554,0.76306,,,-78.87095337,160,0.075485392,0.006633982,-90.03125,103.906095,0.026651463
611630962,,1.00002,,,0.1094,,,190,-35.46875381,49.50000381,-49.4375,-48.1875,-49.4375,,0.00074,1.098177629,0.71432,0.71618,0.77212,0.77212,0.52516,-73.22004227,140,0.067963669,0.024430506,-87.18750763,129.8177689,0.025289733
732197486,0.146869925,10.0002,0.0111,0.445362522,0.03818,0.09902,0.12126,119.9999924,-40.71875381,51.75000381,-49.15625381,-49.0625,,,0.00116,1.899978468,0.57642,0.57954,0.57974,,0.0125,-63.69140667,80,0.11571661,0.136278331,-78.5,127.656132,0.02418505
695510684,0.044252919,9.000180004,0.06216,0.170362043,0.08542,0.1056725,0.11354,180,-38.4375,51.00000381,-53.34375381,-53.28125,,,0.00092,1.233745791,0.70846,0.71084,0.71098,,0.36054,-80.60597937,140,0.03699336,0.016682055,-93.15625763,107.0313603,0.017150757
732127660,0.136961573,9.000180004,0.01274,0.375561671,0.05782,0.10476,0.12274,100,-38.50000381,52.15625,-48.75000381,-48.65625,,,0.00098,1.380170907,0.65688,0.6593,0.65938,,0.6061,-68.81829224,59.99999619,0.104096909,0.031178974,-89.96875763,176.5626073,0.028524778
720845905,0.054114932,9.000180004,0.06276,0.188474583,0.038,0.110185,0.11425,150,-40.09375381,50.53125381,-48.15625381,-48.09375,,,0.00084,1.339041381,0.53902,0.54134,0.5414,,0.06276,-70.90122223,150,0.056665282,0.220074564,-80.25,159.3749821,0.0186353
732091715,0.13671554,10.0002,0.00924,0.453764336,0.06252,0.101102222,0.11914,150,-34.96875381,53.37500381,-42.84375,-42.75,,,0.00088,1.387311257,0.6415,0.6437,0.64366,,0.0131,-67.77949524,110,0.112561491,0.064267784,-80.34375,96.56264633,0.021374616
653825066,0.044007872,9.000180004,0.06622,0.164442894,0.0626,0.112785,0.11945,160,-39.90625381,43.68750381,-52.21875381,-51.25000381,-52.21875381,-49.71875381,0.00072,1.112545298,0.62806,0.63016,0.66452,0.66452,0.2644,-73.95317501,119.9999924,0.147331175,0.048922084,-87.53125,127.0312518,0.022327868
601958627,0.054259704,8.000160003,0.07882,0.170796203,0.06002,0.129722857,0.13792,190,-35.25,48.8125,-49.03125381,-45.43750381,,,0.00092,1.298026028,0.66144,0.66388,0.72194,,,-66.66747369,140,0.120554899,0.078932106,-80.18750763,116.7969033,0.018947897
732101760,,2.000040001,0.01454,0,0.085,0.01454,0.01454,300,-27.4375,63.21875,-35.37500381,-35.25,,,0.00112,1.821152956,0.65634,0.65938,0.6595,,0.02504,-55.20753765,260,3.38E-18,0.239874631,-60.90625381,54.37501892,0.019668882
767415408,,2.000040001,0.00828,0,0.05936,0.00828,0.00828,290,-44.17500305,51.10000229,-52.68750381,-52.66875458,,,0.00108,1.658059294,0.61776,0.62052,0.62066,,0.01672,-71.31798345,249.9999847,0.014458117,0.046876442,-75.3125,65.6248033,0.015804019
592544658,0.187325534,8.000160003,0.01214,0.526139522,0.05264,0.1173,0.1535,110,-54.71875,32.125,-67.06250763,-66.96875763,,,0.00092,1.369318679,0.65236,0.655,0.65512,,,-74.11864899,59.99999619,0.116980168,0.123464458,-92.71875763,138.2810473,0.033434361
813734955,0.170033066,9.000180004,0.01276,0.534776888,0.0657,0.105465,0.138,59.99999619,-31.67499924,52.06250381,-38.95000458,-38.71249771,,,0.00138,2.227653783,0.9289,0.93378,0.9346,,0.033,-66.07444064,20,0.172771311,0.047065005,-96.65625763,219.7813392,0.032082978
576140380,,1.00002,,,0.04754,,,249.9999847,-40.34375,39.34375381,-57.71875381,-50.18750381,,,0.00076,1.134832152,0.56752,0.56936,0.63348,,,-60.15919266,210,2.60E-18,0.170156792,-63.18750381,-18.74981076,0.017486287
770255570,0.973511706,3.000060001,0.00792,0.973511706,0.06108,0.299,0.299,239.9999847,-37.26874924,39.39375305,-44.35625458,-44.32500076,,,0.00132,1.612146089,0.6864,0.68946,0.68972,,0.01096,-65.21183183,200,0.050001008,0.082114525,-70.48750305,77.81238109,0.01719616
758306814,0.050248412,12.00024,0.03224,0.198263726,0.04768,0.079467273,0.08362,130,-37.96875,46.73750305,-51.38750458,-49.56250381,,,0.00098,1.292785529,0.66924,0.6716,0.73904,,,-70.35544872,90,0.2450049,0.062620878,-80.93125153,135.4688555,0.015335017
717075468,0.093882642,7.000140003,0.06116,0.269344392,0.04888,0.15304,0.17007,220,-43.43750381,39.84375381,-55.28125,-51.4375,,,0.00104,1.311988621,0.62786,0.6302,0.70678,,,-70.77242957,180,0.1100022,0.165662602,-79.59375763,72.65625149,0.015382706
686077948,0.976403666,3.000060001,0.00896,0.976403666,0.07062,0.37972,0.37972,440,-40.25000381,38.50000381,-54.21875381,-50.40625,,,0.00088,1.203153746,0.6532,0.65514,0.71906,,,-83.57339919,400,0.064287001,0.047715444,-98.96875,132.1092695,0.014303591
732477219,0.087506719,9.000180004,0.03082,0.271127636,0.07336,0.1058025,0.11696,130,-36.3125,47.84375,-50.78125381,-50.12500381,-50.78125381,,0.00104,1.400549603,0.696,0.69858,0.77758,0.77758,0.41556,-74.61694794,90,0.09714481,0.018697748,-91.84375763,144.6876079,0.02703678
650074923,0.068713575,11.00022,0.03394,0.300279606,0.03412,0.092986,0.10807,70,-43,33.37500381,-53.15625381,-53.03125,,,0.00168,2.056069999,0.58922,0.59374,0.59396,,0.19392,-58.62987518,29.99999809,0.200003991,0.128196657,-81.84375763,212.5001848,0.030143494
732089196,0.143645183,11.00022,0.00992,0.579441162,0.0434,0.08542,0.10129,100,-40.96875381,51.125,-43.53125,-43.43750381,,,0.00146,2.550919535,0.59194,0.59568,0.59594,,0.01056,-66.31724319,59.99999619,0.082329232,0.097069882,-85.5,149.6873796,0.030173116
760408934,0.045055612,16.00032001,0.02126,0.268632753,0.01846,0.060708,0.06612,80,-39.43750381,36.03125,-51.55625153,-51.31250381,,,0.00138,1.950426107,0.5929,0.59778,0.5986,,0.2232,-60.18279123,29.99999809,0.290660007,0.110404454,-93.45000458,358.4375083,0.037655057
732056436,,1.00002,,,0.12426,,,260,-26.93750191,57.03125,-39.875,-37.12500381,,,0.00104,1.362823497,0.67638,0.67876,0.75042,,,-59.27353745,220,0.0607155,0.079313472,-67.90625,78.28132063,0.017509571
793490523,0.032883595,8.000160003,0.09452,0.110010375,0.0821,0.12626,0.12966,150,-35.22499847,53.90000153,-51.75625229,-46.91875458,-51.75625229,,0.0009,1.419826486,0.72576,0.72888,0.77878,0.77878,0.5585,-70.14011459,110,0.131899182,0.026202163,-81.46250153,106.1561927,0.02322472
720838509,0.046658179,17.00034001,0.01778,0.248539529,0.02538,0.05933,0.0626,130,-50.875,35.78125381,-51.87500381,-51.81250381,,,0.001,1.457778877,0.54826,0.55086,0.55098,,0.03916,-79.55842532,90,0.16250325,0.062648423,-97.87500763,139.062494,0.016969209
674643148,,2.000040001,0.01002,0,0.05426,0.01002,0.01002,249.9999847,-37.71875,53.56250381,-47.34375381,-47.25000381,,,0.00108,1.674860707,0.60292,0.60576,0.60584,,0.0163,-64.13585004,210,0.025000499,0.094210252,-71,57.81231076,0.013998171
720850964,0.046660614,7.000140003,0.10724,0.144796236,0.08928,0.150996667,0.15976,180,-32.84375,51.25000381,-46.1875,-39.15625,-46.1875,,0.00084,1.313976008,0.66024,0.66308,0.71038,0.71038,0.29696,-76.34123993,140,0.100002,0.053135108,-89.625,132.8123659,0.015238373
758311025,0.499140278,4.000080002,0.01202,0.662296679,0.0483,0.13492,0.1709,180,-41.40625,51.13125229,-50.5625,-49.56250381,,,0.00112,1.505327232,0.59914,0.60188,0.75102,,,-71.03747559,130,0.081310037,0.056805253,-78.84375,96.8748033,0.018369594
758834873,0.081145526,8.000160003,0.05434,0.235165006,0.04622,0.121765714,0.12836,140,-36.56250381,44.27500153,-46.68750381,-46.00625229,,,0.00092,1.206813407,0.63066,0.63296,0.67754,,,-65.37401352,100,0.17155515,0.003408263,-75.80000305,141.1364824,0.018603993
786437712,0.119352784,9.000180004,0.00986,0.355659706,0.07008,0.115765,0.12902,310,-38.16249847,49.09375381,-47.74374771,-45.3125,,,0.001,1.400214745,0.76402,0.7664,0.86486,,,-70.32506839,270,0.184486448,0.004117204,-77.11249542,69.90630925,0.013233904
602234627,0.31274695,5.000100002,0.02518,0.522080383,0.0902,0.17688,0.21041,50,-42.1875,39.40625,-53.78125381,-52.71875,,,0.00122,1.878459688,0.67386,0.67778,1.19302,,,-65.39910126,29.99999809,0.181398973,0.091800153,-84.71875763,249.3304908,0.03330393
732782531,0.181517661,8.000160003,0.007,0.613001712,0.10262,0.110062857,0.14276,119.9999924,-44.1875,26.50000191,-53.28125,-53.15625381,,,0.00114,1.38169795,0.78704,0.7895,0.78958,,0.0093,-80.75178597,80,0.100324596,0.006418973,-99.71875763,136.4062428,0.0333697
