"","sample_id","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","GABAergic","Astro","Endo","Glutamatergic","Macrophage","Oligo","Peri","SMC","VLMC","QC_pass","high_micro"
"4198","SM-GE95A_S062_E1-50","GABAergic","Pvalb_on",183.148254588085,0.83174194246893,NA,0.434685667684865,-Inf,0.17727597601851,NA,0.220118557204781,0.0474897023091904,0.0821301747459046,NA,NA,0.00798717785412242,TRUE,FALSE
"4199","SM-GE95A_S064_E1-50","GABAergic","Vip_on",194.956358866847,0.885366781055473,NA,0.229930457239357,-Inf,0.243861596885383,NA,0.332389431582545,0.800511886194118,0.070031851547272,NA,NA,-0.0253547789485043,TRUE,TRUE
"4200","SM-GE95A_S074_E1-50","GABAergic","Vip_on",101.486019503834,0.460884430405325,NA,0.274406030355291,-Inf,0.0961503368049499,NA,0.105413084951921,0.00137868858468861,0.0737579075318898,NA,NA,0.047731145594367,TRUE,FALSE
"4201","SM-GE95A_S075_E1-50","GABAergic","Lamp5_on",212.858989333105,0.966669049934849,NA,0.461184544974643,-Inf,0.14648690072549,NA,0.344970186793102,0.0772168779402222,0.0877755471149808,NA,NA,0.0391073954205702,TRUE,FALSE
"4202","SM-GE95A_S076_E1-50","GABAergic","Pvalb_on",197.874684743105,0.898619946031223,NA,0.435386971226935,-Inf,0.060718315214361,NA,0.175342553034494,0.152660059904097,0.0414521135279469,NA,NA,0.0201479402982348,TRUE,FALSE
"4203","SM-GE95A_S077_E1-50","GABAergic","Pvalb_on",139.50076372896,0.63352302461622,NA,0.249055067674384,-Inf,0.127582924917375,NA,-0.044857476667494,0.331562486425517,0.0655201378947494,NA,NA,0.0756465702471019,TRUE,FALSE
"4204","SM-GE95A_S080_E1-50","GABAergic","Vip_on",240.424574679799,1.09185426424726,NA,0.521301594256912,Inf,0.199387020516275,NA,0.148220917713394,0.0838951307701707,0.064831232676404,NA,NA,0.0159878353518335,TRUE,FALSE
"4205","SM-GE95A_S081_E1-50","GABAergic","Serpinf1_on",230.653434185744,1.04748000912296,NA,0.445151138250925,Inf,0.0639461906342068,NA,0.0428100537508612,0.00243457636758043,0.106245284335018,NA,NA,-0.0111617847075618,TRUE,FALSE
"4206","SM-GE95A_S082_E1-50","GABAergic","Vip_on",199.592961952413,0.906423259401501,NA,0.32520576937318,-Inf,0.0269782722787684,NA,0.0344589810194891,0.241066880861803,0.0941007707041911,NA,NA,0.0231953013100074,TRUE,FALSE
"4207","SM-GE95A_S083_E1-50","GABAergic","Sst_on",210.16837765007,0.954450016820339,NA,0.434420950720239,-Inf,0.0780955055474453,NA,-0.0419740999958577,0.0497982866258889,0.0255526131481289,NA,NA,0.0273635624139831,TRUE,FALSE
"4208","SM-GE95A_S084_E1-50","GABAergic","Sst_on",243.189712823665,1.10441174876245,NA,0.491234202120316,Inf,0.00924356790940403,NA,0.0246711487110136,0.0193815392735491,0.0401661489284984,NA,NA,-0.0172923517839735,TRUE,FALSE
"4209","SM-GE95A_S085_E1-50","GABAergic","Vip_on",148.2215914802,0.67312743269571,NA,0.341714224202473,-Inf,0.0427040547473537,NA,0.0750540943502166,-0.00293776668024287,0.0933595792311995,NA,NA,-0.0285786566217004,TRUE,FALSE
"4210","SM-GE95A_S086_E1-50","GABAergic","Vip_on",143.997996500196,0.653946572355157,NA,0.371136917057152,-Inf,0.107287693946686,NA,0.101538862231076,0.0960523378561738,0.0556411005814539,NA,NA,-0.0241879175584671,TRUE,FALSE
"4211","SM-GE95A_S087_E1-50","GABAergic","Vip_on",218.597471379315,0.992729556024155,NA,0.428130054909926,-Inf,0.123602133907191,NA,-0.0281925837680205,0.0115021117743462,0.0980540344572805,NA,NA,0.00163102531878272,TRUE,FALSE
"4212","SM-GE95A_S088_E1-50","GABAergic","Pvalb_on",192.897175736539,0.876015291571978,NA,0.465259663953482,-Inf,0.0953770915468003,NA,0.0555495995584279,0.0196823187613881,0.0925229787353943,NA,NA,0.0370473079179574,TRUE,FALSE
"4213","SM-GE95A_S089_E1-50","GABAergic","Sst_on",165.802498292119,0.752968639017869,NA,0.302954453042839,-Inf,0.334615794223041,NA,0.117521347407926,0.166715825439489,0.766663223577191,NA,NA,-0.00284265238639382,TRUE,FALSE
"4214","SM-GE95A_S094_E1-50","GABAergic","Lamp5_on",102.484048675928,0.465416838994776,NA,0.21797462517423,-Inf,0.185027874621704,NA,-0.0870135174212695,0.183910901324773,0.0802565510141717,NA,NA,-0.021213110236933,TRUE,FALSE
"4215","SM-GE95A_S095_E1-50","GABAergic","Sst_on",167.439819189481,0.760404300726357,NA,0.461072957023484,-Inf,0.0601899857199834,NA,0.143147007462741,0.0446992348938569,0.046563048374292,NA,NA,-0.0190260787419512,TRUE,FALSE
"4216","SM-GE95A_S096_E1-50","GABAergic","Sst_on",183.489272051808,0.833290625137684,NA,0.451114907261473,-Inf,0.0446953556218101,NA,0.168506154767469,0.0210699934485252,0.057246504303868,NA,NA,0.0119356585085467,TRUE,FALSE
"4217","SM-GE95M_S001_E1-50","GABAergic","Sst_on",155.776169136318,0.707435480612213,NA,0.195029330586527,-Inf,0.0373977316164442,NA,0.0612283203702856,0.469595552553825,0.0288353250760943,NA,NA,-0.0127571419940355,TRUE,FALSE
"4218","SM-GE95M_S002_E1-50","GABAergic","Sst_on",219.957047704821,0.998903879969825,NA,0.465603691442669,-Inf,0.0410952438777091,NA,0.170352073699283,0.0120483578324461,0.0787207536471041,NA,NA,-0.0137832077705203,TRUE,FALSE
"4219","SM-GE95M_S003_E1-50","GABAergic","Sst_on",192.261306206631,0.873127579870045,NA,0.444743394922715,-Inf,0.0123199288133139,NA,-0.0172914837158972,0.027356417746605,0.0570511480668888,NA,NA,0.0126813640757781,TRUE,FALSE
"4220","SM-GE95M_S004_E1-50","GABAergic","Sst_on",170.9396669658,0.776298365315553,NA,0.441215538380773,-Inf,0.075936152047587,NA,0.167893843696332,0.0771654898328349,0.0856571585554847,NA,NA,-0.00777149926206572,TRUE,FALSE
"4221","SM-GE95M_S005_E1-50","GABAergic","Sst_on",206.127274117155,0.93609791562372,NA,0.419436729266393,-Inf,0.086778979125792,NA,0.0911114638778018,0.144630132715117,0.0214552223413532,NA,NA,0.0046053186201319,TRUE,FALSE
"4222","SM-GE95M_S007_E1-50","GABAergic","Vip_on",200.94753626903,0.912574867429955,NA,0.245444163743882,-Inf,0.281340557855558,NA,0.217285874696238,0.925231020383823,0.109950621042343,NA,NA,0.00715910999010113,TRUE,TRUE
"4223","SM-GE95M_S008_E1-50","Glutamatergic","L2.3.IT_on",183.848785170245,0.761065267326031,NA,0.27674203636437,0.129828470082263,0.39261438869714,NA,-Inf,0.766809769049224,0.0068552032531823,NA,NA,0.0892762643735375,TRUE,TRUE
"4224","SM-GE95M_S009_E1-50","GABAergic","Sst_on",201.456038300787,0.914884157619992,NA,0.451087689068576,-Inf,0.123732472366273,NA,0.21304377375907,-0.000537393352231757,0.0235298908286313,NA,NA,0.052042432740357,TRUE,FALSE
"4225","SM-GE95M_S010_E1-50","Glutamatergic","L2.3.IT_on",207.476706895891,0.858876033645947,NA,0.470971744063098,-0.0178290950541626,0.0986603889668171,NA,-Inf,0.00840472664248392,0.0350488432172242,NA,NA,-0.00801550112848437,TRUE,FALSE
"4226","SM-GE95M_S011_E1-50","GABAergic","Sst_on",171.748555192416,0.77997181700287,NA,0.21009542692578,-Inf,0.121704148054008,NA,0.110459619982545,0.706160520369899,0.0892674057471601,NA,NA,0.0195387590466045,TRUE,TRUE
"4227","SM-GE95M_S012_E1-50","GABAergic","Sst_on",194.946802082422,0.885323380268175,NA,0.385554359175792,-Inf,0.0615232574908661,NA,0.432570398387292,0.326020847959027,0.0301294564425599,NA,NA,0.00151341447957832,TRUE,FALSE
"4228","SM-GE95M_S013_E1-50","GABAergic","Sst_on",197.811908628416,0.898334857168707,NA,0.299924454526896,-Inf,0.351433358219849,NA,0.32565816534139,0.476034569600261,0.207939511240425,NA,NA,0.00604003637586878,TRUE,FALSE
"4229","SM-GE95M_S016_E1-50","GABAergic","Sst_on",204.692327683762,0.929581308973364,NA,0.437729285646892,-Inf,0.0136436322035963,NA,0.0823728222695844,0.0939290154112267,0.0761296414647902,NA,NA,-0.0196571740247382,TRUE,FALSE
